Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	br_lengths[88]	br_lengths[89]	br_lengths[90]	br_lengths[91]	br_lengths[92]	br_lengths[93]	br_lengths[94]	br_lengths[95]	br_lengths[96]	br_lengths[97]	br_lengths[98]	br_lengths[99]	br_lengths[100]	br_lengths[101]	br_lengths[102]	br_lengths[103]	br_lengths[104]	br_lengths[105]	br_lengths[106]	br_lengths[107]	br_lengths[108]	br_lengths[109]	br_lengths[110]	br_lengths[111]	br_lengths[112]	br_lengths[113]	br_lengths[114]	br_lengths[115]	br_lengths[116]	br_lengths[117]	br_lengths[118]	br_lengths[119]	br_lengths[120]	br_lengths[121]	br_lengths[122]	br_lengths[123]	br_lengths[124]	br_lengths[125]	br_lengths[126]	br_lengths[127]	br_lengths[128]	br_lengths[129]	br_lengths[130]	br_lengths[131]	br_lengths[132]	br_lengths[133]	br_lengths[134]	br_lengths[135]	br_lengths[136]	br_lengths[137]	br_lengths[138]	br_lengths[139]	br_lengths[140]	br_lengths[141]	br_lengths[142]	br_lengths[143]	br_lengths[144]	br_lengths[145]	br_lengths[146]	br_lengths[147]	br_lengths[148]	br_lengths[149]	br_lengths[150]	br_lengths[151]	br_lengths[152]	br_lengths[153]	br_lengths[154]	br_lengths[155]	br_lengths[156]	br_lengths[157]	br_lengths[158]	br_lengths[159]	br_lengths[160]	br_lengths[161]	partition_rate[1]	partition_rate[2]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	rel_br_lengths[88]	rel_br_lengths[89]	rel_br_lengths[90]	rel_br_lengths[91]	rel_br_lengths[92]	rel_br_lengths[93]	rel_br_lengths[94]	rel_br_lengths[95]	rel_br_lengths[96]	rel_br_lengths[97]	rel_br_lengths[98]	rel_br_lengths[99]	rel_br_lengths[100]	rel_br_lengths[101]	rel_br_lengths[102]	rel_br_lengths[103]	rel_br_lengths[104]	rel_br_lengths[105]	rel_br_lengths[106]	rel_br_lengths[107]	rel_br_lengths[108]	rel_br_lengths[109]	rel_br_lengths[110]	rel_br_lengths[111]	rel_br_lengths[112]	rel_br_lengths[113]	rel_br_lengths[114]	rel_br_lengths[115]	rel_br_lengths[116]	rel_br_lengths[117]	rel_br_lengths[118]	rel_br_lengths[119]	rel_br_lengths[120]	rel_br_lengths[121]	rel_br_lengths[122]	rel_br_lengths[123]	rel_br_lengths[124]	rel_br_lengths[125]	rel_br_lengths[126]	rel_br_lengths[127]	rel_br_lengths[128]	rel_br_lengths[129]	rel_br_lengths[130]	rel_br_lengths[131]	rel_br_lengths[132]	rel_br_lengths[133]	rel_br_lengths[134]	rel_br_lengths[135]	rel_br_lengths[136]	rel_br_lengths[137]	rel_br_lengths[138]	rel_br_lengths[139]	rel_br_lengths[140]	rel_br_lengths[141]	rel_br_lengths[142]	rel_br_lengths[143]	rel_br_lengths[144]	rel_br_lengths[145]	rel_br_lengths[146]	rel_br_lengths[147]	rel_br_lengths[148]	rel_br_lengths[149]	rel_br_lengths[150]	rel_br_lengths[151]	rel_br_lengths[152]	rel_br_lengths[153]	rel_br_lengths[154]	rel_br_lengths[155]	rel_br_lengths[156]	rel_br_lengths[157]	rel_br_lengths[158]	rel_br_lengths[159]	rel_br_lengths[160]	rel_br_lengths[161]	tree_length
0	-2554.209	-2878.854	324.6457	0.0165596	0.0182283	0.014064	0.00763446	0.00116114	0.000681275	0.0311121	0.00843187	0.0181179	0.00547643	0.0193452	0.0280943	0.037076	0.0263106	0.00856013	0.00647536	0.0282817	0.00230102	0.0135987	0.0261871	0.022106	0.0025132	0.00115182	0.00234727	0.00409313	0.00300603	0.00752236	0.00396985	0.00477464	0.00131602	0.0166188	0.010225	0.00328966	0.00599271	0.00729284	0.0104218	0.00031019	0.00295408	0.01032	0.0143312	0.033501	0.0090784	0.0144404	0.00672847	0.0337517	0.00645218	0.00662231	0.00236788	0.00322504	0.000518454	0.0424876	0.00392138	0.00236956	0.012321	0.012769	0.0132149	0.0126494	0.0351288	0.0383943	0.0175991	0.033851	0.00958497	0.0268142	0.0170187	0.0156081	0.0295455	0.027658	0.00503777	0.0463481	0.0016006	0.0739884	0.0239585	0.00584255	0.00111289	0.0162876	0.0208341	0.0216138	0.0064991	0.0159978	0.00928763	0.00886231	0.0349348	0.00290391	0.0135533	0.0254536	0.00396808	0.00963597	0.00973197	0.000986918	0.00465307	0.00100296	0.00409378	0.0253971	0.0112103	0.00944472	0.00130339	0.00567596	0.011271	0.0076711	0.00356735	0.0119076	0.0312121	0.00208116	0.00156771	0.00207299	0.00240367	0.0155242	4.73494e-05	0.011311	0.0334838	0.00926967	0.00183854	0.0369124	0.0229708	0.00743119	0.0407852	0.00475094	0.0241075	0.000984831	0.0142142	0.00337885	0.00333236	0.0150517	0.0363961	0.000967633	0.0179626	0.00365839	0.0104949	0.000294419	0.00136314	2.29577e-05	0.00183906	0.0119545	0.0274231	0.000842177	0.0270133	0.00755278	0.0204796	0.00556629	0.00786031	0.00103517	0.0064789	0.00682408	0.0165987	0.0120589	0.00396981	0.0392463	0.00473689	0.000956602	0.000865421	0.00714125	0.0175092	0.0292202	0.0058417	0.0248071	0.00164474	0.000741136	0.0310117	0.0176277	0.00189196	0.0299691	0.833473	1.11102	0.139347	0.382449	0.740919	1.34968	2.61473	7.17634	1.425017	0.500126	0.00787757	0.00867143	0.0066904	0.0036318	0.000552368	0.000324091	0.0148004	0.00401114	0.0086189	0.0026052	0.00920273	0.0133648	0.0176375	0.0125163	0.00407216	0.00308041	0.0134539	0.00109462	0.00646904	0.0124575	0.0105161	0.00119556	0.000547933	0.00111662	0.00194715	0.00143	0.00357847	0.0018885	0.00227135	0.000626047	0.00790574	0.00486415	0.00156493	0.0028508	0.00346929	0.00495779	0.000147561	0.00140529	0.00490937	0.00681753	0.0159368	0.0043187	0.00686945	0.00320081	0.0160561	0.00306938	0.00315031	0.00112643	0.00153419	0.000246635	0.0202119	0.00186545	0.00112723	0.00586123	0.00607436	0.00628647	0.00601747	0.0167112	0.0182646	0.00837209	0.0161033	0.00455969	0.0127558	0.008096	0.00742497	0.0140551	0.0131573	0.00239653	0.0220483	0.000761425	0.0351972	0.0113974	0.00277937	0.000529415	0.0077482	0.00991101	0.010282	0.0030917	0.00761035	0.00441824	0.0042159	0.0166189	0.00138142	0.00644745	0.0121086	0.00188766	0.00458394	0.00462961	0.000469488	0.00221352	0.000477121	0.00194746	0.0120817	0.00533286	0.00449297	0.000620037	0.00270012	0.00536175	0.00364923	0.00169703	0.00566459	0.014848	0.000990031	0.000745779	0.000986144	0.00114345	0.00738503	2.25247e-05	0.0053808	0.0159286	0.00440969	0.000874615	0.0175597	0.0109275	0.0035351	0.019402	0.00226008	0.0114682	0.000468496	0.00676188	0.00160736	0.00158524	0.00716026	0.0173141	0.000460314	0.00854503	0.00174034	0.00499257	0.000140059	0.000648463	1.09213e-05	0.000874862	0.00568692	0.0130455	0.000400634	0.0128505	0.00359295	0.00974239	0.00264795	0.00373924	0.000492443	0.00308209	0.0032463	0.00789621	0.00573658	0.00188849	0.0186699	0.00225339	0.000455067	0.000411691	0.00339718	0.00832933	0.0139004	0.00277896	0.011801	0.000782421	0.000352567	0.0147526	0.00838572	0.000900027	0.0142567	2.102113
36	-2573.405	-2899.048	325.6424	0.00236801	0.00369056	0.00417329	0.000135862	0.00638469	0.000532905	0.0118664	0.00319999	0.00528434	0.00625572	0.00588233	0.0118736	0.00441251	0.0103583	0.00578441	0.00669168	0.00550355	0.00204286	0.002172	0.00563822	0.0110203	0.000379008	0.000725652	0.00720887	0.00267879	0.00056413	0.00126893	0.00312044	0.000481671	0.00185674	0.00474263	0.00319789	0.00294418	0.00590348	7.83567e-05	0.00662579	0.000834461	0.000912444	0.00262264	0.00971824	0.00894182	0.00750985	0.00225199	0.00105075	0.00970439	0.00479388	0.00127566	0.00320194	0.00516313	0.000559993	0.0111633	0.00705468	0.00102318	0.00588076	0.002634	0.000791262	0.00344776	0.00518279	0.0135594	0.00768075	0.00734689	0.00400281	0.0162246	0.000614753	0.0078494	0.00461443	0.00798495	0.0020597	0.0150874	0.00412816	0.0109965	0.00953693	0.00283083	0.00657284	0.00701581	0.00785504	0.00858953	0.0127901	0.0118727	0.00353817	0.00488178	0.0153934	0.00185516	0.0031036	0.00152446	6.70633e-05	0.00549475	0.00599582	0.0040077	0.00199494	0.00785163	0.00975046	0.00739372	0.00120533	0.0027268	0.00572421	0.000279759	0.00121527	0.00592475	0.00224546	0.00205491	0.0007316	0.00477029	3.08615e-05	0.000797462	0.00983204	0.00588172	0.0125826	0.00464058	0.00686984	0.000386669	0.000459105	0.00275159	0.000790307	0.00323249	0.00563365	0.0100303	0.00131976	0.000831996	0.00896992	0.000123654	0.00371347	0.000143071	0.00219598	0.000147044	0.00197048	0.000572462	2.53374e-05	0.000570484	0.00329915	0.0058296	0.00444294	0.000457362	0.00199175	0.00616394	0.00234559	0.0036543	0.00251595	0.00357245	0.00583305	0.00330552	0.00233763	0.00662658	0.0029843	0.00256653	0.00452789	0.00145739	0.00569659	0.000949803	0.00752983	0.00234661	0.00409364	0.00241733	0.0140376	0.00197034	0.00778426	0.000565957	0.00702578	0.000123779	0.00572098	0.0113558	0.887084	1.07528	0.0605568	0.254717	0.652681	1.53214	3.92593	16.5134	2.027611	0.5499879	0.00319249	0.00497551	0.00562631	0.000183165	0.00860766	0.000718449	0.015998	0.00431414	0.0071242	0.0084338	0.00793039	0.0160077	0.00594883	0.0139648	0.00779838	0.00902154	0.00741974	0.00275412	0.00292823	0.0076013	0.0148572	0.000510969	0.000978305	0.0097188	0.00361147	0.000760545	0.00171074	0.00420689	0.000649376	0.0025032	0.00639389	0.00431131	0.00396926	0.00795891	0.000105638	0.00893271	0.001125	0.00123013	0.00353577	0.0131019	0.0120551	0.0101246	0.00303607	0.00141659	0.0130832	0.00646298	0.00171981	0.00431677	0.00696079	0.000754967	0.0150501	0.00951093	0.00137942	0.00792829	0.00355109	0.00106676	0.00464818	0.00698729	0.0182805	0.010355	0.00990488	0.00539649	0.0218736	0.000828793	0.0105823	0.00622104	0.0107651	0.00277683	0.0203404	0.00556547	0.0148252	0.0128574	0.00381645	0.00886132	0.00945853	0.0105899	0.0115802	0.0172433	0.0160065	0.00477006	0.00658148	0.0207529	0.00250107	0.00418419	0.00205524	9.0413e-05	0.00740787	0.0080834	0.00540307	0.00268953	0.0105854	0.0131453	0.00996801	0.001625	0.0036762	0.00771723	0.000377164	0.00163839	0.00798758	0.00302727	0.00277038	0.000986323	0.00643118	4.16067e-05	0.00107512	0.0132553	0.00792958	0.0169635	0.0062563	0.00926174	0.000521297	0.000618952	0.00370962	0.00106547	0.00435796	0.00759513	0.0135225	0.00177927	0.00112168	0.012093	0.000166708	0.0050064	0.000192884	0.00296055	0.000198241	0.00265655	0.000771778	3.41592e-05	0.000769111	0.00444783	0.0078593	0.00598985	0.000616603	0.00268523	0.00831006	0.00316226	0.00492662	0.00339193	0.00481627	0.00786396	0.00445642	0.00315153	0.00893377	0.00402336	0.00346013	0.00610438	0.00196482	0.00767999	0.0012805	0.0101515	0.00316364	0.00551893	0.00325898	0.0189251	0.00265636	0.0104945	0.000763008	0.00947197	0.000166876	0.00771287	0.0153096	0.7417447
72	-2561.339	-2887.014	325.6758	0.00872619	0.00797796	0.00318579	0.0026615	0.000355492	0.000292121	0.0135485	0.00299534	0.000273163	0.00686494	0.00630347	0.0124292	0.00595894	0.012528	0.00629592	0.00734242	0.0083447	0.00377226	0.00126975	0.00643905	0.00967435	0.00140316	0.00155614	0.00544269	0.00187021	0.000953451	0.00208426	0.00419623	0.0015245	0.000409221	0.00493866	0.00386011	0.00591078	0.00499051	0.000591047	0.0028269	0.000590074	0.000916097	0.00374982	0.00631932	0.0106636	0.0105401	0.00525661	0.00591619	0.00520824	0.0089294	0.000759113	0.00694865	0.00248165	0.000938024	0.00871993	0.00537789	0.00596936	0.00557778	0.0156746	0.00215809	0.0125113	0.0104732	0.013324	0.0142587	0.0098301	0.00994657	0.014848	0.000387324	0.0314573	0.00294789	0.0155573	0.00149908	0.00941459	0.00490025	0.00996109	0.00442078	0.00286	0.00336423	0.0192616	0.00405647	0.0138797	0.0154691	0.00299072	0.00281021	0.00476797	0.0222161	0.00454076	0.00452078	0.003948	2.65452e-05	0.00256065	0.00478213	0.00523224	0.00196415	0.0129132	0.00462177	0.00686892	0.00582502	0.00510678	0.00340034	0.00389069	0.00317108	0.0108667	0.00124188	0.00237048	0.000127049	0.00598263	0.000312943	0.000410956	0.0125876	0.00477102	0.0161867	0.0058302	0.00850786	0.000101709	0.00553534	0.00282914	0.000374215	0.00327582	0.00280114	0.0125527	0.00206951	0.00249941	0.012175	5.33571e-05	0.0109941	0.00240689	0.00178255	0.000473814	0.00394983	0.0042632	0.000324675	0.00259213	0.00129228	0.00432711	0.0147017	0.000935252	0.00328724	0.00608151	0.0061622	0.00715242	0.00351099	0.000835934	0.00945642	0.000512651	0.00824107	0.0119878	0.000273689	0.00201215	0.0114246	0.00230257	0.00679421	0.00300057	0.00697157	0.0062883	0.00269638	0.00195892	0.0163907	0.00102537	0.00574629	0.00115959	0.0025431	5.31968e-05	0.00162781	0.00829134	0.807123	1.12858	0.0647853	0.263241	0.659418	1.51649	3.7988	15.4356	1.978806	0.4767757	0.00956217	0.00874227	0.00349099	0.00291648	0.000389549	0.000320106	0.0148465	0.0032823	0.000299333	0.00752261	0.00690736	0.0136199	0.00652982	0.0137282	0.00689908	0.00804584	0.00914413	0.00413365	0.0013914	0.00705592	0.0106012	0.00153759	0.00170522	0.0059641	0.00204938	0.00104479	0.00228393	0.00459824	0.00167055	0.000448425	0.00541179	0.00422991	0.00647704	0.00546861	0.000647671	0.00309772	0.000646604	0.00100386	0.00410906	0.00692473	0.0116852	0.0115498	0.0057602	0.00648297	0.0057072	0.00978485	0.000831837	0.00761434	0.00271939	0.00102789	0.00955531	0.0058931	0.00654124	0.00611214	0.0171763	0.00236484	0.0137099	0.0114766	0.0146005	0.0156247	0.0107718	0.0108995	0.0162705	0.00042443	0.034471	0.0032303	0.0170477	0.0016427	0.0103165	0.0053697	0.0109154	0.0048443	0.00313399	0.00368653	0.0211069	0.00444508	0.0152094	0.0169511	0.00327724	0.00307944	0.00522475	0.0243444	0.00497577	0.00495388	0.00432622	2.90883e-05	0.00280597	0.00524026	0.0057335	0.00215232	0.0141503	0.00506454	0.00752698	0.00638307	0.00559602	0.0037261	0.00426343	0.00347488	0.0119078	0.00136086	0.00259758	0.000139221	0.00655578	0.000342924	0.000450327	0.0137935	0.00522809	0.0177375	0.00638874	0.00932293	0.000111453	0.00606564	0.00310018	0.000410066	0.00358965	0.00306949	0.0137553	0.00226777	0.00273886	0.0133414	5.84688e-05	0.0120473	0.00263747	0.00195332	0.000519207	0.00432823	0.00467162	0.00035578	0.00284046	0.00141608	0.00474166	0.0161102	0.00102485	0.00360217	0.00666414	0.00675255	0.00783763	0.00384734	0.000916018	0.0103624	0.000561764	0.00903058	0.0131363	0.000299909	0.00220492	0.0125191	0.00252316	0.00744511	0.00328803	0.00763946	0.00689073	0.0029547	0.00214659	0.0179609	0.0011236	0.0062968	0.00127068	0.00278673	5.82932e-05	0.00178376	0.00908567	0.9125737
108	-2576.948	-2902.328	325.3797	0.00528764	0.00620356	0.00419461	0.00689657	0.000846121	3.49025e-05	0.0190624	0.00305342	0.00786774	0.0167721	0.0127887	0.0114829	0.00261864	0.0134777	0.0085634	0.00215383	0.0114136	0.00644434	0.00539034	0.00449836	0.00771973	0.000728019	0.00113447	0.00477793	0.00730611	0.0007771	0.000325077	0.00115735	0.00281911	0.00184033	0.0123561	0.00416631	0.00139229	0.0125102	0.00308857	0.0033139	0.00215337	0.000448441	0.012633	0.00533837	0.00516527	0.00741693	0.00781903	0.00715876	0.00660566	0.0125912	0.00607897	0.00330061	0.0025098	0.000310307	0.014187	0.00288496	0.00704889	0.0249629	0.0189869	0.000900668	0.0158598	0.00878598	0.0230271	0.0208482	0.0174397	0.0140693	0.0328302	0.0077203	0.0126136	0.00629556	0.028252	0.00889242	0.00716275	0.0029144	0.0204027	0.00630468	0.00767033	0.00727838	0.0255187	0.00809683	0.0142965	0.00568571	0.0179875	0.00412364	0.00889112	0.0213589	0.00296221	0.00921469	0.0173342	0.00217638	0.00383269	0.00392983	0.00124793	0.00112958	0.00419726	0.0106338	0.0295595	0.00746756	0.0051006	0.000903728	0.00578793	0.0178145	0.00437955	0.00247219	0.00888451	0.0141634	0.00625149	0.00205216	0.00194952	0.00310705	0.0104009	0.0046509	0.00213384	0.00205228	0.00602664	0.00684702	0.00626603	0.011512	0.00513166	0.026699	0.00190379	0.00517638	0.00423579	0.00343152	0.000330855	0.0046116	0.0185926	0.0284211	0.0135584	0.00204871	0.00341518	0.00285125	0.00189755	0.00122059	0.00192263	0.00368369	0.00557162	0.00504281	0.00823774	0.0267426	0.000240208	0.00991303	0.000692964	0.000546566	0.00108203	0.00197603	0.00543844	0.0111044	0.0226563	0.00917257	0.0320535	0.000945081	0.011275	0.0167713	0.00709948	0.00502313	0.0187162	0.000926769	0.0165809	0.00886907	0.00942247	0.00953756	0.000408408	0.000340811	0.0251985	0.877043	1.08197	0.0943366	0.316191	0.698222	1.43221	3.16265	10.6003	1.707083	0.5403981	0.00396241	0.00464877	0.00314332	0.0051681	0.000634059	2.6155e-05	0.0142848	0.00228814	0.00589587	0.0125685	0.00958348	0.00860497	0.00196233	0.0100998	0.00641718	0.00161402	0.00855302	0.00482921	0.00403937	0.00337094	0.00578495	0.000545557	0.000850143	0.00358045	0.00547499	0.000582337	0.000243603	0.000867284	0.00211256	0.00137909	0.0092593	0.00312212	0.00104335	0.00937476	0.00231449	0.00248335	0.00161368	0.000336049	0.00946684	0.00400042	0.00387071	0.00555804	0.00585936	0.00536457	0.0049501	0.0094355	0.00455541	0.00247338	0.00188077	0.000232535	0.0106314	0.00216191	0.00528224	0.0187065	0.0142283	0.000674935	0.0118849	0.00658397	0.0172559	0.0156231	0.0130689	0.0105431	0.024602	0.00578538	0.0094523	0.00471771	0.0211713	0.00666373	0.00536756	0.00218397	0.0152892	0.00472455	0.00574793	0.00545422	0.019123	0.00606754	0.0107134	0.00426071	0.0134794	0.00309014	0.00666275	0.0160058	0.00221979	0.00690523	0.0129898	0.00163092	0.00287211	0.00294491	0.000935166	0.000846475	0.00314531	0.00796866	0.022151	0.00559598	0.00382225	0.000677228	0.00433731	0.0133497	0.00328191	0.00185259	0.0066578	0.0106137	0.00468469	0.00153783	0.00146092	0.00232834	0.00779411	0.00348526	0.00159904	0.00153792	0.00451619	0.00513097	0.00469559	0.00862674	0.00384552	0.0200075	0.00142665	0.00387904	0.00317418	0.00257148	0.000247934	0.0034558	0.0139328	0.0212979	0.0101603	0.00153525	0.00255924	0.00213665	0.00142197	0.000914673	0.00144077	0.00276046	0.00417522	0.00377894	0.00617313	0.0200402	0.000180006	0.00742855	0.000519288	0.000409581	0.00081084	0.00148078	0.00407542	0.00832133	0.016978	0.00687367	0.02402	0.000708217	0.0084492	0.0125679	0.00532015	0.0037642	0.0140254	0.000694494	0.0124253	0.00664624	0.00706093	0.00714718	0.000306049	0.000255395	0.018883	1.334451
144	-2556.252	-2881.907	325.6547	0.0101058	0.00910289	0.00413161	0.00257246	0.00290197	0.00294012	0.0138346	0.00579911	0.0100427	0.00318458	0.012732	0.0180553	0.00649477	0.0223303	0.0104486	0.00434957	0.0122256	0.00993164	0.0036313	0.00581691	0.00553062	0.00180244	0.00248943	0.00972336	0.00145797	0.00138032	0.00127039	0.00500063	0.00126077	0.00168918	0.00480958	0.00586551	0.00441201	0.0110431	0.00265037	0.00378234	0.00171964	0.000643348	0.00401063	0.00506454	0.00726755	0.0148737	0.00736376	0.00403126	0.0115263	0.00535037	0.00725377	0.00303018	0.00410643	0.0023236	0.0126773	0.0118832	0.00260582	0.0100152	0.0117621	0.000871866	0.0109538	0.0182447	0.0200115	0.0114662	0.016698	0.0190669	0.0112118	0.000707425	0.0146558	0.00771746	0.0185099	0.00289733	0.00857762	0.00774062	0.0231167	0.0077877	0.0043503	0.0113661	0.0152838	0.00346111	0.0164992	0.00987125	0.0105753	0.00996153	0.010207	0.0234651	0.00115495	0.000751406	0.0232941	0.000399216	0.00284524	0.00284684	0.00209464	0.00194615	0.00258072	0.00132995	0.000999254	0.00152674	0.00733836	0.00163011	0.00309257	0.0122456	0.00446635	0.000667839	0.00593515	0.00336194	0.007863	0.00439082	0.00338197	0.0113975	0.0114719	7.1263e-05	0.00642473	0.00518574	0.00199157	0.010672	0.00554183	0.0140147	0.00460946	0.0105592	0.000197255	0.00137949	0.00186168	0.00588807	0.00229813	0.00187576	0.00506961	0.0269009	0.00455417	0.00321271	0.00257973	0.00997673	0.000968222	0.0031931	0.0135059	0.00158565	0.00309686	0.00713674	0.00292067	0.0247112	0.00344058	0.0126895	0.00513946	0.00166994	0.00135617	0.00586431	0.00184813	0.00532242	0.0180928	0.00806634	0.0195079	0.000416997	0.00633545	0.0095914	0.00390715	0.00234344	0.0112315	0.00500237	0.00361221	0.00659723	0.00103719	0.00214534	0.00426711	0.000536849	0.0208252	0.827658	1.11489	0.0904414	0.309755	0.693756	1.44143	3.22836	11.0569	1.737573	0.4949091	0.00886916	0.00798902	0.00362604	0.00225768	0.00254687	0.00258035	0.0121417	0.0050895	0.00881382	0.0027949	0.011174	0.0158459	0.00570004	0.0195978	0.00917008	0.00381734	0.0107296	0.00871636	0.00318696	0.00510512	0.00485386	0.00158188	0.00218481	0.00853356	0.00127956	0.00121142	0.00111494	0.00438873	0.00110649	0.00148248	0.00422105	0.00514778	0.00387213	0.00969178	0.00232605	0.00331952	0.00150921	0.000564624	0.00351987	0.00444482	0.00637825	0.0130537	0.00646269	0.00353797	0.0101158	0.00469567	0.00636616	0.00265939	0.00360394	0.00203927	0.0111261	0.0104291	0.00228696	0.00878971	0.0103228	0.00076518	0.00961345	0.0160122	0.0175628	0.0100631	0.0146547	0.0167338	0.00983985	0.00062086	0.0128624	0.00677311	0.0162449	0.00254279	0.00752801	0.00679343	0.020288	0.00683475	0.00381797	0.0099753	0.0134136	0.00303759	0.0144803	0.00866336	0.00928121	0.00874258	0.00895799	0.0205937	0.00101362	0.00065946	0.0204437	0.000350366	0.00249708	0.00249848	0.00183833	0.00170801	0.00226493	0.00116721	0.00087698	0.00133992	0.0064404	0.00143064	0.00271414	0.0107471	0.00391983	0.000586119	0.0052089	0.00295056	0.00690084	0.00385354	0.00296813	0.0100029	0.0100681	6.25429e-05	0.00563857	0.00455118	0.00174787	0.00936608	0.00486371	0.0122998	0.00404542	0.00926711	0.000173118	0.00121069	0.00163387	0.00516758	0.00201692	0.00164623	0.00444926	0.0236092	0.0039969	0.00281959	0.00226406	0.00875592	0.000849745	0.00280237	0.0118532	0.00139162	0.00271791	0.00626346	0.00256328	0.0216874	0.00301957	0.0111367	0.00451057	0.0014656	0.00119022	0.00514672	0.00162198	0.00467114	0.0158789	0.0070793	0.0171208	0.000365971	0.00556021	0.00841775	0.00342905	0.00205669	0.00985715	0.00439026	0.0031702	0.00578996	0.000910277	0.00188282	0.00374496	0.000471158	0.0182769	1.139426
